t,x,y,heading,opinion,attention,target_speed,p_att_tb1,p_coop_tb1,p_coop_att_tb1,vx_tb1,vy_tb1,p_att_tb10,p_coop_tb10,p_coop_att_tb10,vx_tb10,vy_tb10,p_att_tb11,p_coop_tb11,p_coop_att_tb11,vx_tb11,vy_tb11,p_att_tb12,p_coop_tb12,p_coop_att_tb12,vx_tb12,vy_tb12,p_att_tb3,p_coop_tb3,p_coop_att_tb3,vx_tb3,vy_tb3,p_att_tb4,p_coop_tb4,p_coop_att_tb4,vx_tb4,vy_tb4,p_att_tb5,p_coop_tb5,p_coop_att_tb5,vx_tb5,vy_tb5,p_att_tb6,p_coop_tb6,p_coop_att_tb6,vx_tb6,vy_tb6,p_att_tb7,p_coop_tb7,p_coop_att_tb7,vx_tb7,vy_tb7,p_att_tb8,p_coop_tb8,p_coop_att_tb8,vx_tb8,vy_tb8,p_att_tb9,p_coop_tb9,p_coop_att_tb9,vx_tb9,vy_tb9
1.799,-1.9999849721321277,5.134352911713737e-05,0.00025137196983438887,0.0,0.0,0.35,0.0,0.09534325306087542,0.04520416807153537,1.064754211764655e-05,3.079842685725751e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.07365207006813132,0.02555002544386593,3.080406361919814e-05,-1.0637746039254797e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.803,-1.9999846737779043,5.221517034050818e-05,0.00025678046386108444,0.0,0.0,0.35,0.0,0.18254067578727268,0.08610661518409514,1.0647877574185672e-05,3.079932053652047e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.16232778764235972,0.04866864659142997,3.080496012961338e-05,-1.0638110444400728e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.9060000000000001,-1.9980212728552782,5.605154552783566e-05,0.00028049162837039365,-5.4570291532778346e-09,1.0,0.34999999427011935,1.2298494047971351,0.26290330538314816,0.12311667933562415,0.02930914636654405,3.470988705415568e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3405125403289146,0.18323479504152473,0.09180050944190704,0.00011207245066915647,-0.08876818622563085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,-1.9877846936531887,6.108594628711533e-05,0.0003115698799085184,-0.006081951313661025,1.0,0.3436146596886688,1.2298494047971351,0.2702699300596314,0.1566047380180569,0.11779254596606513,6.1823387663435e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3442577649852405,0.1800297220284479,0.13993469841118406,0.0001811810070660081,-0.1356035927362393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.104,-1.972720471795294,6.805414174122821e-05,0.0003545854756453981,-0.05526910076023175,1.0,0.29249347185509056,1.2298494047971351,0.26219658541039786,0.18690608032145292,0.1538362248885362,6.636358728735037e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3443477337580314,0.17094724863175573,0.18347725613921295,0.0002730923086719728,-0.19314576224583913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.203,-1.953209608788424,6.806189623161445e-05,0.0003546351060967783,-0.1533947347775845,1.0,0.19941798410897937,1.2298494047971351,0.249948425367489,0.21432428086217192,0.14945565749002074,7.025449746319594e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3426136929109955,0.16136431063479317,0.22094637582882776,0.0007040482872567018,-0.2077888305387433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.303,-1.9330286750746277,8.163953296109196e-05,0.000438498640630147,-0.24710894900635025,1.0,0.1295188503307941,1.2298494047971351,0.2412688849728792,0.2391315480678557,0.1443362348882699,0.00018627958230979123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3441352396217319,0.1514689263963859,0.2564132399491227,0.0004662185991704086,-0.2611914869935482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.404,-1.9138502863816047,9.237261367349145e-05,0.0004749943223940094,-0.4694018071410727,1.0,0.039510646309912606,1.2298494047971351,0.23725599587654125,0.2615795879006547,0.11667691043002194,8.52706292721544e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3160880951169938,0.14152922118827607,0.2829302152116242,0.0007281209875447649,-0.34598747955379827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.504,-1.8973321939934242,0.00010296190102584305,0.0005112128466627745,-0.6044190924505725,1.0,0.018143363927150612,1.2298494047971351,0.24132081648670653,0.28189149398588975,0.0838915226914179,6.015053220179015e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2553660532288229,0.13228827104089513,0.3024723943260739,0.0019685507759246382,-0.3777455162256387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.606,-1.884295307276977,0.00011181498724978928,0.0005483913582353113,-0.6861522672336858,1.0,0.011223427526007117,1.2298494047971351,0.2579848842480625,0.3002720282045669,0.051861309583896543,4.435011173248356e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1790641950174667,0.12369894131425867,0.3170161627906252,0.0014599847199237858,-0.44391282211025956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.7,-1.8741554446254673,0.00011909237693792726,0.0005823462667252088,-0.7965071165110835,1.0,0.005833800723007226,1.2298494047971351,0.2864321217866261,0.31690396742399124,0.03594100626583402,6.966782846507815e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1251648410988615,0.11564624976825473,0.3276780444608004,0.001254851921349197,-0.4887531346312485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.8040000000000003,-1.866291966914453,0.00012402518925961231,0.0006107685934741533,-0.824629975057388,1.0,0.004934376943968965,1.2298494047971351,0.32457240966099643,0.33195516706950523,0.02579374282018073,6.0023022531926985e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0885310316022396,0.10811136658671287,0.33611577632755363,0.002844521637116291,-0.542493449048273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.904,-1.860197714977568,0.00012595595775022298,0.0006186976526154079,-0.8538433765692626,1.0,0.0041457345659722256,1.2298494047971351,0.3698206482755263,0.3455766689302776,0.024890606894335702,4.477309802669272e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0511719513213893,0.10076736658690728,0.34282873108272016,0.0034848437496420555,-0.5625790013651422,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.003,-1.8554619955320106,0.00012369541992749984,0.0006066211615169824,-0.8731772973975148,1.0,0.0036940571490235107,1.2298494047971351,0.4198319163046684,0.3579011147844272,0.019020735753267536,3.85561634339512e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0381570118208372,0.09386982042751207,0.3483153944423657,0.004439073129450087,-0.599468104155655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.103,-1.8517853780725868,0.00012120906546789908,0.0005914128242130661,-0.8854674413835119,1.0,0.0034327431860657507,1.2298494047971351,0.47259061428986254,0.36905516934849275,0.014700562767270782,3.6529620960203045e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0256318662084605,0.08738180722994783,0.35292832834718785,0.0048825797896905315,-0.6230050454213629,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.203,-1.8490478669902526,0.00011825496722740902,0.0005732012077122733,-0.8944399660166882,1.0,0.0032536635647750054,1.2298494047971351,0.5266152319724166,0.37915260858100114,0.011524281303604554,3.859446405291167e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0158884741019283,0.08131513394302319,0.3568342827453882,0.005243799392132576,-0.6443130038617402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.304,-1.8468735664107558,0.00013186757780684653,0.0006572464021377891,-0.9020822846054664,1.0,0.003108486783008779,1.2298494047971351,0.5805916380546715,0.3882551525040547,0.009190279550583528,3.688526610939114e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0108933020130695,0.07574116218550768,0.3602322625387042,0.005875258183692139,-0.6580051120076111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.402,-1.8451603305219433,0.00014143921666885488,0.0007163315872286607,-0.9086247859779344,1.0,0.002989338099882799,1.2298494047971351,0.6340299703285911,0.39651335230598905,0.007474703171300787,3.570538431452942e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0072862386719026,0.07051234450551074,0.36320842362726746,0.006883372113727362,-0.6662150099934442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.502,-1.8440515117137628,0.00014206861148574347,0.0007202479320223352,-0.9138324810777105,1.0,0.002897757618088653,1.2298494047971351,0.6863371989397772,0.403962368920714,0.03656407819809498,5.276062418185304e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0032916609668485,0.06571767834687194,0.3657945645725158,0.0062019468105201205,-0.6775571070113193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.6029999999999998,-1.843315233380548,0.00014116167306540677,0.000714671324904324,-0.9186431300035469,1.0,0.0028156442389240255,1.2298494047971351,0.6739020350123599,0.41072445198848023,0.1244380339318322,0.00011604358806156174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.001423527806717,0.06140048156565535,0.3680836032562346,0.006420874618564825,-0.6819267952964589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.7039999999999997,-1.8428939718255897,0.00013894596990373786,0.000701024915843879,-0.922924483876848,1.0,0.002744516682257725,1.2298494047971351,0.6467123880100194,0.41684196204122564,0.11636667100066345,0.00012362878242120392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9998337257073718,0.05726500911699463,0.3701126107427916,0.00732020420459138,-0.684047250912883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.802,-1.8426891096218116,0.00013619861917330968,0.0006840986532963393,-0.9267792305540167,1.0,0.002682009029276805,1.2298494047971351,0.6299480603051135,0.4223772628277641,0.12366414577533677,0.00012331196891354865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9990522451987552,0.05352310966955323,0.37192706501100004,0.006620152554709996,-0.6902875835269078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.904,-1.8426080718912907,0.00013424428366565777,0.000672266829850485,-4.623707515662521e-05,0.0,0.3499514510713969,1.2298494047971351,0.605084448247769,0.427386119814108,0.1457455640359882,-0.0006383310287059791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9990522451987552,0.050176682589872686,0.373564179955949,0.006797945499614296,-0.6913640455677074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
